Order_ID,Order_Date,Ship_Date,Shipping_Days,Shipping_Mode,Customer_ID,Customer_Name,Customer_Segment,City,State,Region,Category,Product_Name,Quantity,MRP,Discount_Pct,Selling_Price,Sales,Profit,Profit_Margin_Pct,Payment_Mode,Return_Status
ORD-2024-11477,31-03-2024,31-03-2024,0,Same Day,CUST2900,Nikhil Verma,Consumer,Mumbai,Maharashtra,West,Beauty & Personal Care,Hair Growth Oil,2,621.32,0.17,515.7,1031.4,293.95,28.5,Cash on Delivery,Not Returned
ORD-2024-11731,31-03-2024,06-04-2024,6,Standard,CUST5128,Sanjay Sinha,Small Business,Bengaluru,Karnataka,South,Home & Kitchen,Electric Kettle,1,1605.25,0.17,1332.36,1332.36,274.47,20.6,UPI,Not Returned
ORD-2024-12880,31-03-2024,01-04-2024,1,Express,CUST7348,Meena Agarwal,Home Office,Gurgaon,Haryana,North,Grocery,Premium Green Tea,1,209.74,0.07,195.06,195.06,17.75,9.1,UPI,Not Returned
ORD-2024-13934,31-03-2024,01-04-2024,1,Express,CUST1733,Sonal Das,Home Office,Noida,Uttar Pradesh,North,Grocery,Whole Wheat Atta 10kg,2,540.66,0.08,497.41,994.82,45.76,4.6,Net Banking,Not Returned
ORD-2024-14032,31-03-2024,10-04-2024,10,Economy,CUST8388,Nikhil Nair,Consumer,Mumbai,Maharashtra,West,Clothing,Winter Jacket,3,2814.65,0.22,2195.43,6586.29,1323.84,20.1,UPI,Not Returned
ORD-2024-14166,31-03-2024,06-04-2024,6,Standard,CUST9951,Sunita Malhotra,Consumer,Surat,Gujarat,West,Grocery,Whole Wheat Atta 10kg,2,573.7,0.08,527.8,1055.6,108.73,10.3,Net Banking,Not Returned
ORD-2024-14170,31-03-2024,02-04-2024,2,Express,CUST6245,Priya Gupta,Corporate,Kochi,Kerala,South,Grocery,Premium Green Tea,1,314.19,0.1,282.77,282.77,15.84,5.6,Credit Card,Not Returned
ORD-2024-10367,01-04-2024,05-04-2024,4,Standard,CUST8293,Pooja Chopra,Small Business,Kochi,Kerala,South,Electronics,Smart TV 43 inch,1,37448.44,0.15,31831.17,31831.17,2832.97,8.9,Credit Card,Not Returned
ORD-2024-10451,01-04-2024,09-04-2024,8,Economy,CUST7898,Neha Joshi,Home Office,Delhi,Delhi,North,Beauty & Personal Care,Electric Face Cleanser,1,1107.36,0.17,919.11,919.11,265.62,28.9,UPI,Not Returned
ORD-2024-10631,01-04-2024,02-04-2024,1,Express,CUST8805,Aditya Nair,Corporate,Kochi,Kerala,South,Electronics,Bluetooth Speaker,1,3736.69,0.1,3363.02,3363.02,480.91,14.3,Credit Card,Returned
ORD-2024-11032,01-04-2024,07-04-2024,6,Standard,CUST6919,Preeti Joshi,Consumer,Ranchi,Jharkhand,East,Clothing,Sports T-Shirt,1,536.65,0.22,418.59,418.59,79.95,19.1,Credit Card,Not Returned
ORD-2024-11639,01-04-2024,06-04-2024,5,Standard,CUST6067,Rajesh Gupta,Corporate,Pune,Maharashtra,West,Electronics,Smart TV 43 inch,1,40529.09,0.14,34855.02,34855.02,4670.57,13.4,Credit Card,Returned
ORD-2024-11928,01-04-2024,02-04-2024,1,Express,CUST6256,Aarav Shah,Consumer,Bhubaneswar,Odisha,East,Clothing,Hoodie,1,1869.14,0.21,1476.62,1476.62,323.38,21.9,Debit Card,Returned
ORD-2024-12309,01-04-2024,04-04-2024,3,Express,CUST4859,Kavya Sharma,Consumer,Bengaluru,Karnataka,South,Grocery,Mixed Dry Fruits 500g,1,777.45,0.08,715.25,715.25,57.22,8,Debit Card,Not Returned
ORD-2024-13048,01-04-2024,05-04-2024,4,Standard,CUST7370,Shreya Pillai,Corporate,Hyderabad,Telangana,South,Electronics,USB-C Hub,2,1122.16,0.1,1009.94,2019.88,276.72,13.7,Net Banking,Not Returned
ORD-2024-13233,01-04-2024,01-04-2024,0,Same Day,CUST4770,Amit Tiwari,Consumer,Surat,Gujarat,West,Beauty & Personal Care,Vitamin C Serum,3,556.61,0.19,450.85,1352.55,369.25,27.3,EMI,Not Returned
ORD-2024-13280,01-04-2024,04-04-2024,3,Express,CUST6549,Anjali Nair,Home Office,Delhi,Delhi,North,Electronics,Portable Charger,4,2431.12,0.13,2115.07,8460.28,1116.76,13.2,UPI,Not Returned
ORD-2024-13982,01-04-2024,02-04-2024,1,Express,CUST3914,Nikhil Iyer,Corporate,Delhi,Delhi,North,Sports & Fitness,Dumbbell Set 10kg,4,2684.98,0.07,2497.03,9988.12,2936.51,29.4,UPI,Not Returned
ORD-2024-14576,01-04-2024,07-04-2024,6,Economy,CUST5693,Rajesh Saxena,Consumer,Mumbai,Maharashtra,West,Electronics,Smartwatch,2,11190.68,0.11,9959.71,19919.42,2370.41,11.9,UPI,Returned
ORD-2024-14762,01-04-2024,04-04-2024,3,Express,CUST9350,Sunita Chopra,Consumer,Bengaluru,Karnataka,South,Home & Kitchen,Non-Stick Cookware Set,5,2019.74,0.17,1676.38,8381.9,1324.34,15.8,UPI,Not Returned
ORD-2024-14800,01-04-2024,06-04-2024,5,Standard,CUST4081,Aditya Bose,Corporate,Mumbai,Maharashtra,West,Home & Kitchen,Bedsheet Set King,1,1233.98,0.17,1024.2,1024.2,171.04,16.7,EMI,Not Returned
ORD-2024-10133,02-04-2024,04-04-2024,2,Express,CUST1519,Kavya Malhotra,Consumer,Bhubaneswar,Odisha,East,Clothing,Winter Jacket,1,2833.13,0.16,2379.83,2379.83,649.69,27.3,Credit Card,Not Returned
ORD-2024-10316,02-04-2024,06-04-2024,4,Standard,CUST5625,Riya Iyer,Consumer,Surat,Gujarat,West,Grocery,Desi Ghee 1L,2,756.87,0.06,711.46,1422.92,172.17,12.1,UPI,Not Returned
ORD-2024-10373,02-04-2024,10-04-2024,8,Economy,CUST8075,Amit Verma,Corporate,Imphal,Manipur,Northeast,Home & Kitchen,Electric Kettle,1,1044.61,0.18,856.58,856.58,124.2,14.5,Debit Card,Not Returned
ORD-2024-10818,02-04-2024,04-04-2024,2,Express,CUST5065,Divya Mishra,Consumer,Chennai,Tamil Nadu,South,Home & Kitchen,Electric Kettle,3,1484.72,0.13,1291.71,3875.13,933.91,24.1,Cash on Delivery,Not Returned
ORD-2024-11735,02-04-2024,09-04-2024,7,Standard,CUST5831,Manish Patel,Corporate,Pune,Maharashtra,West,Clothing,Kids Frock,1,313.45,0.21,247.63,247.63,67.6,27.3,Credit Card,Not Returned
ORD-2024-12106,02-04-2024,05-04-2024,3,Express,CUST8040,Suresh Sharma,Home Office,Ahmedabad,Gujarat,West,Beauty & Personal Care,Electric Face Cleanser,2,1465.81,0.17,1216.62,2433.24,681.31,28,Debit Card,Not Returned
ORD-2024-13703,02-04-2024,02-04-2024,0,Same Day,CUST5086,Pooja Pandey,Small Business,Chennai,Tamil Nadu,South,Home & Kitchen,Air Fryer 4L,1,4994.27,0.18,4095.3,4095.3,810.87,19.8,UPI,Not Returned
ORD-2024-14047,02-04-2024,09-04-2024,7,Standard,CUST8216,Meena Pillai,Consumer,Mumbai,Maharashtra,West,Home & Kitchen,LED Desk Lamp,2,737.96,0.12,649.4,1298.8,341.58,26.3,Credit Card,Not Returned
ORD-2024-14188,02-04-2024,09-04-2024,7,Standard,CUST8919,Sonal Bose,Consumer,Noida,Uttar Pradesh,North,Sports & Fitness,Gym Gloves,1,639.57,0.11,569.22,569.22,152.55,26.8,UPI,Not Returned
ORD-2024-14781,02-04-2024,06-04-2024,4,Standard,CUST1562,Kavya Tiwari,Consumer,Gurgaon,Haryana,North,Home & Kitchen,Bedsheet Set King,3,907.41,0.16,762.22,2286.66,537.37,23.5,Credit Card,Not Returned
ORD-2024-10281,03-04-2024,08-04-2024,5,Standard,CUST6035,Vikram Das,Corporate,Noida,Uttar Pradesh,North,Home & Kitchen,Mattress Protector,4,1186.67,0.11,1056.14,4224.56,997,23.6,Cash on Delivery,Not Returned
ORD-2024-10314,03-04-2024,09-04-2024,6,Standard,CUST5934,Sanjay Rao,Consumer,Kochi,Kerala,South,Clothing,Sports T-Shirt,2,775.64,0.17,643.78,1287.56,330.9,25.7,UPI,Not Returned
ORD-2024-11010,03-04-2024,05-04-2024,2,Express,CUST3009,Rohit Joshi,Consumer,Shillong,Meghalaya,Northeast,Home & Kitchen,Bedsheet Set King,2,2120.31,0.13,1844.67,3689.34,937.09,25.4,Credit Card,Not Returned
ORD-2024-12038,03-04-2024,10-04-2024,7,Standard,CUST7188,Aarav Nair,Corporate,Lucknow,Uttar Pradesh,North,Home & Kitchen,LED Desk Lamp,2,1092.22,0.15,928.39,1856.78,306.37,16.5,Credit Card,Not Returned
ORD-2024-12660,03-04-2024,03-04-2024,0,Same Day,CUST2795,Sunita Rao,Consumer,Kochi,Kerala,South,Electronics,Bluetooth Speaker,1,4361.91,0.11,3882.1,3882.1,465.85,12,UPI,Returned
ORD-2024-13109,03-04-2024,09-04-2024,6,Standard,CUST5868,Ananya Iyer,Consumer,Shillong,Meghalaya,Northeast,Grocery,Desi Ghee 1L,1,864.89,0.04,830.29,830.29,87.18,10.5,UPI,Not Returned
ORD-2024-13485,03-04-2024,08-04-2024,5,Standard,CUST7577,Neha Reddy,Home Office,Pune,Maharashtra,West,Beauty & Personal Care,Hair Growth Oil,1,580.6,0.2,464.48,464.48,131.45,28.3,Credit Card,Exchanged
ORD-2024-14207,03-04-2024,09-04-2024,6,Standard,CUST2622,Priya Kumar,Corporate,Kolkata,West Bengal,East,Beauty & Personal Care,Beard Grooming Kit,3,1448.09,0.19,1172.95,3518.85,971.2,27.6,UPI,Not Returned
ORD-2024-14374,03-04-2024,03-04-2024,0,Same Day,CUST1138,Arjun Reddy,Corporate,Noida,Uttar Pradesh,North,Beauty & Personal Care,Lip Care Set,2,421.94,0.15,358.65,717.3,230.97,32.2,UPI,Not Returned
ORD-2024-14839,03-04-2024,09-04-2024,6,Standard,CUST4365,Rohit Sinha,Home Office,Delhi,Delhi,North,Grocery,Desi Ghee 1L,1,805.1,0.05,764.85,764.85,52.77,6.9,Debit Card,Not Returned
ORD-2024-10460,04-04-2024,12-04-2024,8,Economy,CUST6138,Lata Singh,Corporate,Nagpur,Maharashtra,Central,Clothing,Hoodie,1,655.43,0.22,511.24,511.24,134.97,26.4,Credit Card,Not Returned
ORD-2024-10994,04-04-2024,11-04-2024,7,Standard,CUST6783,Manish Saxena,Consumer,Lucknow,Uttar Pradesh,North,Home & Kitchen,Water Purifier Filter,1,1706.34,0.15,1450.39,1450.39,239.31,16.5,Net Banking,Not Returned
ORD-2024-12372,04-04-2024,09-04-2024,5,Standard,CUST2996,Rahul Agarwal,Consumer,Bhubaneswar,Odisha,East,Electronics,Smart TV 43 inch,3,34540.69,0.12,30395.81,91187.43,14954.74,16.4,UPI,Not Returned
ORD-2024-14319,04-04-2024,10-04-2024,6,Standard,CUST9331,Sneha Das,Consumer,Pune,Maharashtra,West,Home & Kitchen,Bedsheet Set King,2,1619.59,0.14,1392.85,2785.7,571.07,20.5,UPI,Not Returned
ORD-2024-14708,04-04-2024,07-04-2024,3,Express,CUST6856,Manish Chopra,Consumer,Surat,Gujarat,West,Home & Kitchen,Water Purifier Filter,1,881.44,0.16,740.41,740.41,148.82,20.1,Debit Card,Not Returned
ORD-2024-10001,05-04-2024,08-04-2024,3,Express,CUST9928,Nikhil Mehta,Consumer,Bengaluru,Karnataka,South,Home & Kitchen,Air Fryer 4L,1,5861.97,0.11,5217.15,5217.15,1027.78,19.7,UPI,Returned
ORD-2024-10840,05-04-2024,09-04-2024,4,Standard,CUST1492,Shreya Gupta,Small Business,Shillong,Meghalaya,Northeast,Sports & Fitness,Foam Roller,1,814.68,0.08,749.51,749.51,201.62,26.9,Debit Card,Exchanged
ORD-2024-11172,05-04-2024,10-04-2024,5,Standard,CUST3419,Neha Verma,Consumer,Ahmedabad,Gujarat,West,Grocery,Mixed Dry Fruits 500g,1,773.56,0.06,727.15,727.15,68.35,9.4,UPI,Not Returned
ORD-2024-11491,05-04-2024,16-04-2024,11,Economy,CUST4566,Meena Singh,Corporate,Pune,Maharashtra,West,Grocery,Mixed Dry Fruits 500g,1,767.83,0.08,706.4,706.4,55.1,7.8,UPI,Not Returned
ORD-2024-12460,05-04-2024,11-04-2024,6,Standard,CUST9031,Kiran Pandey,Small Business,Ahmedabad,Gujarat,West,Grocery,Whole Wheat Atta 10kg,1,414.54,0.08,381.38,381.38,25.17,6.6,Net Banking,Not Returned
ORD-2024-14096,05-04-2024,11-04-2024,6,Standard,CUST3977,Vivek Mishra,Corporate,Surat,Gujarat,West,Clothing,Denim Jeans,3,983.36,0.17,816.19,2448.57,673.36,27.5,Net Banking,Not Returned
ORD-2024-14993,05-04-2024,07-04-2024,2,Express,CUST4405,Meena Rao,Consumer,Bengaluru,Karnataka,South,Grocery,Whole Wheat Atta 10kg,1,429,0.09,390.39,390.39,12.49,3.2,Debit Card,Exchanged
ORD-2024-10143,06-04-2024,11-04-2024,5,Standard,CUST5806,Sanjay Chopra,Consumer,Lucknow,Uttar Pradesh,North,Clothing,Men's Formal Shirt,2,1625.52,0.19,1316.67,2633.34,539.83,20.5,UPI,Returned
ORD-2024-10770,06-04-2024,06-04-2024,0,Same Day,CUST9753,Priya Pillai,Corporate,Noida,Uttar Pradesh,North,Grocery,Desi Ghee 1L,4,773.67,0.1,696.3,2785.2,220.03,7.9,UPI,Not Returned
ORD-2024-11687,06-04-2024,16-04-2024,10,Economy,CUST9169,Rohit Reddy,Consumer,Bengaluru,Karnataka,South,Home & Kitchen,Bedsheet Set King,1,1684.16,0.15,1431.54,1431.54,346.43,24.2,Credit Card,Not Returned
ORD-2024-12142,06-04-2024,10-04-2024,4,Standard,CUST2790,Neha Joshi,Consumer,Lucknow,Uttar Pradesh,North,Grocery,Protein Granola,1,451.38,0.08,415.27,415.27,28.65,6.9,Cash on Delivery,Not Returned
ORD-2024-12195,06-04-2024,11-04-2024,5,Standard,CUST2919,Rahul Malhotra,Corporate,Kochi,Kerala,South,Sports & Fitness,Running Shoes,1,2656.03,0.14,2284.19,2284.19,438.56,19.2,Cash on Delivery,Not Returned
ORD-2024-12382,06-04-2024,10-04-2024,4,Standard,CUST2904,Nikhil Gupta,Home Office,Bhubaneswar,Odisha,East,Clothing,Hoodie,3,1036.04,0.19,839.19,2517.57,697.37,27.7,Credit Card,Not Returned
ORD-2024-12716,06-04-2024,09-04-2024,3,Express,CUST1660,Meena Iyer,Consumer,Bhubaneswar,Odisha,East,Beauty & Personal Care,Face Wash Combo,1,493.24,0.2,394.59,394.59,114.83,29.1,UPI,Not Returned
ORD-2024-12871,06-04-2024,08-04-2024,2,Express,CUST4457,Deepak Verma,Corporate,Noida,Uttar Pradesh,North,Home & Kitchen,Air Fryer 4L,1,4688.47,0.18,3844.55,3844.55,738.15,19.2,UPI,Not Returned
ORD-2024-13199,06-04-2024,12-04-2024,6,Standard,CUST4754,Anjali Joshi,Corporate,Pune,Maharashtra,West,Clothing,Ethnic Saree,2,3287.1,0.2,2629.68,5259.36,1488.4,28.3,Debit Card,Not Returned
ORD-2024-13642,06-04-2024,09-04-2024,3,Express,CUST8236,Rahul Gupta,Small Business,Surat,Gujarat,West,Electronics,Wireless Earbuds,2,1344.72,0.14,1156.46,2312.92,349.25,15.1,Debit Card,Not Returned
ORD-2024-13862,06-04-2024,06-04-2024,0,Same Day,CUST1674,Nisha Mishra,Consumer,Chennai,Tamil Nadu,South,Sports & Fitness,Foam Roller,1,981.22,0.13,853.66,853.66,204.88,24,UPI,Not Returned
ORD-2024-14222,06-04-2024,07-04-2024,1,Express,CUST9874,Lata Patel,Consumer,Pune,Maharashtra,West,Home & Kitchen,Non-Stick Cookware Set,1,1599.97,0.13,1391.97,1391.97,324.33,23.3,UPI,Not Returned
ORD-2024-14786,06-04-2024,10-04-2024,4,Standard,CUST2142,Rohit Rao,Consumer,Pune,Maharashtra,West,Clothing,Denim Jeans,1,1209,0.16,1015.56,1015.56,288.42,28.4,Net Banking,Not Returned
ORD-2024-10625,07-04-2024,12-04-2024,5,Standard,CUST6419,Divya Malhotra,Home Office,Mumbai,Maharashtra,West,Sports & Fitness,Skipping Rope,4,218.09,0.1,196.28,785.12,166.45,21.2,Credit Card,Returned
ORD-2024-10798,07-04-2024,18-04-2024,11,Economy,CUST2522,Pooja Kumar,Consumer,Pune,Maharashtra,West,Sports & Fitness,Protein Shaker,4,275.51,0.14,236.94,947.76,221.78,23.4,Debit Card,Not Returned
ORD-2024-10822,07-04-2024,11-04-2024,4,Standard,CUST1359,Suresh Chopra,Small Business,Surat,Gujarat,West,Sports & Fitness,Skipping Rope,5,557.78,0.1,502,2510,512.04,20.4,UPI,Not Returned
ORD-2024-11677,07-04-2024,16-04-2024,9,Economy,CUST1796,Kavya Sharma,Consumer,Ahmedabad,Gujarat,West,Home & Kitchen,Bedsheet Set King,1,992.34,0.15,843.49,843.49,136.65,16.2,EMI,Not Returned
ORD-2024-12519,07-04-2024,14-04-2024,7,Standard,CUST4547,Ananya Sinha,Consumer,Mumbai,Maharashtra,West,Beauty & Personal Care,Electric Face Cleanser,2,1642,0.18,1346.44,2692.88,920.96,34.2,EMI,Not Returned
ORD-2024-12619,07-04-2024,07-04-2024,0,Same Day,CUST7472,Riya Nair,Small Business,Hyderabad,Telangana,South,Grocery,Cold Pressed Olive Oil,3,907.42,0.08,834.83,2504.49,150.27,6,UPI,Not Returned
ORD-2024-13057,07-04-2024,09-04-2024,2,Express,CUST1985,Ananya Sharma,Corporate,Noida,Uttar Pradesh,North,Beauty & Personal Care,Electric Face Cleanser,3,1949.15,0.18,1598.3,4794.9,1553.55,32.4,UPI,Not Returned
ORD-2024-14630,07-04-2024,09-04-2024,2,Express,CUST3244,Neha Kumar,Consumer,Hyderabad,Telangana,South,Beauty & Personal Care,Electric Face Cleanser,2,1122.18,0.17,931.41,1862.82,638.95,34.3,UPI,Not Returned
ORD-2024-14680,07-04-2024,09-04-2024,2,Express,CUST2283,Nikhil Nair,Consumer,Kochi,Kerala,South,Clothing,Hoodie,2,1734.1,0.2,1387.28,2774.56,665.89,24,Net Banking,Returned
ORD-2024-14703,07-04-2024,11-04-2024,4,Standard,CUST1690,Vivek Nair,Home Office,Noida,Uttar Pradesh,North,Beauty & Personal Care,Beard Grooming Kit,2,1443.45,0.21,1140.33,2280.66,709.29,31.1,UPI,Returned
ORD-2024-10003,08-04-2024,08-04-2024,0,Same Day,CUST7201,Kavya Shah,Consumer,Kolkata,West Bengal,East,Clothing,Winter Jacket,1,4022.55,0.22,3137.59,3137.59,699.68,22.3,Debit Card,Not Returned
ORD-2024-10694,08-04-2024,16-04-2024,8,Economy,CUST9027,Shreya Shah,Corporate,Mumbai,Maharashtra,West,Beauty & Personal Care,Lip Care Set,2,399.7,0.14,343.74,687.48,206.24,30,Credit Card,Not Returned
ORD-2024-11851,08-04-2024,08-04-2024,0,Same Day,CUST7716,Riya Mishra,Small Business,Pune,Maharashtra,West,Electronics,Wireless Earbuds,2,2266.55,0.13,1971.9,3943.8,283.95,7.2,Credit Card,Not Returned
ORD-2024-12182,08-04-2024,12-04-2024,4,Standard,CUST5366,Kiran Verma,Consumer,Mumbai,Maharashtra,West,Clothing,Kids Frock,3,717.29,0.22,559.49,1678.47,464.94,27.7,UPI,Not Returned
ORD-2024-13024,08-04-2024,10-04-2024,2,Express,CUST4068,Nisha Shah,Corporate,Mumbai,Maharashtra,West,Clothing,Hoodie,4,762.08,0.23,586.8,2347.2,624.36,26.6,UPI,Not Returned
ORD-2024-13467,08-04-2024,16-04-2024,8,Economy,CUST7242,Sneha Chopra,Consumer,Kochi,Kerala,South,Grocery,Cold Pressed Olive Oil,4,940.76,0.1,846.68,3386.72,284.48,8.4,UPI,Not Returned
ORD-2024-13776,08-04-2024,10-04-2024,2,Express,CUST6698,Lata Mishra,Consumer,Surat,Gujarat,West,Clothing,Men's Formal Shirt,1,1633.72,0.23,1257.96,1257.96,319.52,25.4,Cash on Delivery,Returned
ORD-2024-14344,08-04-2024,08-04-2024,0,Same Day,CUST4998,Shreya Rao,Consumer,Bengaluru,Karnataka,South,Clothing,Women's Kurti,2,1160.83,0.17,963.49,1926.98,425.86,22.1,UPI,Returned
ORD-2024-14553,08-04-2024,13-04-2024,5,Standard,CUST3437,Aarav Mehta,Home Office,Gurgaon,Haryana,North,Grocery,Protein Granola,1,338.13,0.06,317.84,317.84,17.48,5.5,Net Banking,Not Returned
ORD-2024-10435,09-04-2024,09-04-2024,0,Same Day,CUST3968,Kiran Bose,Corporate,Patna,Bihar,East,Grocery,Organic Honey 500g,3,597.99,0.05,568.09,1704.27,119.3,7,UPI,Not Returned
ORD-2024-10811,09-04-2024,09-04-2024,0,Same Day,CUST2077,Manish Gupta,Consumer,Gurgaon,Haryana,North,Electronics,Gaming Mouse,4,2598.14,0.13,2260.38,9041.52,623.86,6.9,Debit Card,Not Returned
ORD-2024-11054,09-04-2024,09-04-2024,0,Same Day,CUST7126,Meena Rao,Corporate,Surat,Gujarat,West,Clothing,Kids Frock,1,839.99,0.16,705.59,705.59,203.92,28.9,Debit Card,Exchanged
ORD-2024-11395,09-04-2024,15-04-2024,6,Economy,CUST2832,Nikhil Saxena,Consumer,Hyderabad,Telangana,South,Grocery,Basmati Rice 5kg,3,459.25,0.07,427.1,1281.3,121.72,9.5,UPI,Not Returned
ORD-2024-13018,09-04-2024,16-04-2024,7,Standard,CUST5670,Amit Rao,Consumer,Hyderabad,Telangana,South,Beauty & Personal Care,Body Lotion 400ml,2,529.43,0.16,444.72,889.44,322.87,36.3,Debit Card,Not Returned
ORD-2024-13338,09-04-2024,16-04-2024,7,Standard,CUST9327,Deepak Verma,Home Office,Agartala,Tripura,Northeast,Home & Kitchen,Electric Kettle,2,1061.13,0.14,912.57,1825.14,355.9,19.5,UPI,Not Returned
ORD-2024-13961,09-04-2024,13-04-2024,4,Standard,CUST9165,Sunita Bose,Consumer,Gurgaon,Haryana,North,Beauty & Personal Care,Hair Growth Oil,1,600.54,0.2,480.43,480.43,172.47,35.9,Credit Card,Not Returned
ORD-2024-13962,09-04-2024,09-04-2024,0,Same Day,CUST5887,Lata Patel,Small Business,Shillong,Meghalaya,Northeast,Clothing,Winter Jacket,1,3849.19,0.21,3040.86,3040.86,602.09,19.8,UPI,Not Returned
ORD-2024-14078,09-04-2024,10-04-2024,1,Express,CUST2792,Pooja Iyer,Consumer,Lucknow,Uttar Pradesh,North,Electronics,Smart TV 43 inch,1,39492.51,0.11,35148.33,35148.33,5904.92,16.8,EMI,Not Returned
ORD-2024-10524,10-04-2024,10-04-2024,0,Same Day,CUST8138,Deepak Mishra,Corporate,Gurgaon,Haryana,North,Clothing,Kids Frock,5,654.89,0.2,523.91,2619.55,510.81,19.5,Net Banking,Not Returned
ORD-2024-10967,10-04-2024,14-04-2024,4,Standard,CUST7867,Priya Gupta,Corporate,Ranchi,Jharkhand,East,Sports & Fitness,Skipping Rope,1,205.57,0.09,187.07,187.07,38.72,20.7,Credit Card,Not Returned
ORD-2024-11609,10-04-2024,16-04-2024,6,Standard,CUST4105,Pooja Nair,Home Office,Gurgaon,Haryana,North,Beauty & Personal Care,Hair Growth Oil,1,527.08,0.15,448.02,448.02,163.53,36.5,Credit Card,Not Returned
ORD-2024-12167,10-04-2024,12-04-2024,2,Express,CUST1637,Shreya Iyer,Corporate,Gurgaon,Haryana,North,Home & Kitchen,Air Fryer 4L,1,3604.91,0.15,3064.17,3064.17,560.74,18.3,Credit Card,Not Returned
ORD-2024-12548,10-04-2024,15-04-2024,5,Standard,CUST6695,Sanjay Pandey,Corporate,Mumbai,Maharashtra,West,Clothing,Winter Jacket,5,2141.07,0.16,1798.5,8992.5,2499.92,27.8,Debit Card,Not Returned
ORD-2024-13176,10-04-2024,10-04-2024,0,Same Day,CUST3305,Lata Singh,Consumer,Bengaluru,Karnataka,South,Home & Kitchen,Air Fryer 4L,2,6511.02,0.16,5469.26,10938.52,2439.29,22.3,Credit Card,Not Returned
ORD-2024-13705,10-04-2024,13-04-2024,3,Express,CUST7075,Sonal Iyer,Home Office,Delhi,Delhi,North,Electronics,USB-C Hub,3,726.59,0.16,610.34,1831.02,157.47,8.6,Debit Card,Not Returned
ORD-2024-10211,11-04-2024,11-04-2024,0,Same Day,CUST4387,Arjun Joshi,Home Office,Ahmedabad,Gujarat,West,Beauty & Personal Care,Hair Growth Oil,4,350.53,0.19,283.93,1135.72,323.68,28.5,Cash on Delivery,Not Returned
ORD-2024-10298,11-04-2024,23-04-2024,12,Economy,CUST9123,Suresh Singh,Home Office,Indore,Madhya Pradesh,Central,Clothing,Winter Jacket,1,2430.62,0.19,1968.8,1968.8,444.95,22.6,Cash on Delivery,Not Returned
ORD-2024-11840,11-04-2024,18-04-2024,7,Standard,CUST8930,Nisha Das,Consumer,Noida,Uttar Pradesh,North,Electronics,Bluetooth Speaker,3,4053.33,0.11,3607.46,10822.38,1060.59,9.8,Cash on Delivery,Returned
ORD-2024-12113,11-04-2024,21-04-2024,10,Economy,CUST2541,Arjun Patel,Consumer,Shillong,Meghalaya,Northeast,Grocery,Basmati Rice 5kg,4,413.69,0.06,388.87,1555.48,209.99,13.5,Net Banking,Not Returned
ORD-2024-12141,11-04-2024,14-04-2024,3,Express,CUST3532,Sneha Joshi,Consumer,Imphal,Manipur,Northeast,Grocery,Basmati Rice 5kg,1,561.42,0.07,522.12,522.12,46.99,9,UPI,Exchanged
ORD-2024-12144,11-04-2024,17-04-2024,6,Standard,CUST3433,Arjun Reddy,Consumer,Mumbai,Maharashtra,West,Beauty & Personal Care,Face Wash Combo,3,196.97,0.14,169.39,508.17,162.11,31.9,UPI,Not Returned
ORD-2024-12226,11-04-2024,18-04-2024,7,Standard,CUST3106,Deepak Mishra,Home Office,Bhopal,Madhya Pradesh,Central,Clothing,Ethnic Saree,2,3447.04,0.15,2929.98,5859.96,1459.13,24.9,Net Banking,Not Returned
ORD-2024-12390,11-04-2024,12-04-2024,1,Express,CUST6514,Priya Das,Corporate,Ahmedabad,Gujarat,West,Clothing,Winter Jacket,1,2729,0.19,2210.49,2210.49,625.57,28.3,Credit Card,Not Returned
ORD-2024-13058,11-04-2024,11-04-2024,0,Same Day,CUST8190,Suresh Agarwal,Small Business,Surat,Gujarat,West,Clothing,Women's Kurti,1,1217.12,0.17,1010.21,1010.21,263.66,26.1,EMI,Not Returned
ORD-2024-13146,11-04-2024,17-04-2024,6,Standard,CUST4508,Preeti Patel,Small Business,Kochi,Kerala,South,Clothing,Kids Frock,3,444.12,0.17,368.62,1105.86,243.29,22,UPI,Not Returned
ORD-2024-13158,11-04-2024,16-04-2024,5,Standard,CUST7246,Sanjay Bose,Home Office,Indore,Madhya Pradesh,Central,Electronics,Bluetooth Speaker,1,1557.97,0.14,1339.85,1339.85,203.66,15.2,UPI,Not Returned
ORD-2024-14157,11-04-2024,17-04-2024,6,Standard,CUST5760,Sonal Saxena,Consumer,Kochi,Kerala,South,Beauty & Personal Care,Sunscreen SPF 50,1,251.4,0.14,216.2,216.2,71.56,33.1,Debit Card,Not Returned
ORD-2024-14474,11-04-2024,23-04-2024,12,Economy,CUST9442,Kavya Singh,Home Office,Hyderabad,Telangana,South,Electronics,Smartwatch,1,7010.36,0.09,6379.43,6379.43,1090.88,17.1,Cash on Delivery,Not Returned
ORD-2024-10139,12-04-2024,12-04-2024,0,Same Day,CUST7841,Deepak Kumar,Consumer,Kochi,Kerala,South,Clothing,Sports T-Shirt,2,898.67,0.21,709.95,1419.9,339.36,23.9,UPI,Returned
ORD-2024-10171,12-04-2024,15-04-2024,3,Express,CUST1323,Sneha Saxena,Consumer,Bengaluru,Karnataka,South,Clothing,Men's Formal Shirt,3,1050.23,0.2,840.18,2520.54,635.18,25.2,Credit Card,Not Returned
